,SPL Master,Items linked
967,SPL8000967,34071358
968,SPL8000968,34071359
969,SPL8000969,34071360
970,SPL8000970,34071361
971,SPL8000971,34071362
972,SPL8000972,34071363
973,SPL8000973,34071364
974,SPL8000974,34071365
975,SPL8000975,34071366
976,SPL8000976,34071403;34071909
977,SPL8000977,34071515;34075912
978,SPL8000978,34071516;34075913
979,SPL8000979,34071574
980,SPL8000980,34071575
981,SPL8000981,34071589
982,SPL8000982,34071644
983,SPL8000983,34071645
984,SPL8000984,34071648
985,SPL8000985,34071649
986,SPL8000986,34071650
987,SPL8000987,34071652
988,SPL8000988,34071653
989,SPL8000989,34071654
990,SPL8000990,34071655
991,SPL8000991,34071656
992,SPL8000992,34071657
993,SPL8000993,34071658
994,SPL8000994,34071660
995,SPL8000995,34071661;34074138
996,SPL8000996,34071662
997,SPL8000997,34071663
998,SPL8000998,34071665;34078722
999,SPL8000999,34071666
1000,SPL8001000,34071667
1001,SPL8001001,34071668
1002,SPL8001002,34071669
1003,SPL8001003,34071670
1004,SPL8001004,34071671
1005,SPL8001005,34071672
1006,SPL8001006,34071673
1007,SPL8001007,34071674
1008,SPL8001008,34071755;34081481
1009,SPL8001009,34071756;34076172;34079380;34079383;34080781
1010,SPL8001010,34071763
1011,SPL8001011,34071860
1012,SPL8001012,34071861
1013,SPL8001013,34071907
1014,SPL8001014,34071910
1015,SPL8001015,34071911
1016,SPL8001016,34071912
1017,SPL8001017,34071915;38063403;38063709
1018,SPL8001018,34071916;38044540;38048280;38063710
1019,SPL8001019,34071919
1020,SPL8001020,34071921
1021,SPL8001021,34071922;34080105;38043977
1022,SPL8001022,34071924
1023,SPL8001023,34072008;34075914
1024,SPL8001024,34072011
1025,SPL8001025,34072044;34075915
1026,SPL8001026,34072115;34075916
1027,SPL8001027,34072116;34075917
1028,SPL8001028,34072117;34075918
1029,SPL8001029,34072118;34075919
1030,SPL8001030,34072119;34075920
1031,SPL8001031,34072120;34075921
1032,SPL8001032,34072121;34075922
1033,SPL8001033,34072122;34075923
1034,SPL8001034,34072123;34075924
1035,SPL8001035,34072124;34075925
1036,SPL8001036,34072125;34075926
1037,SPL8001037,34072126;34075927
1038,SPL8001038,34072127;34075928
1039,SPL8001039,34072128;34075929
1040,SPL8001040,34072129;34075930
1041,SPL8001041,34072130;34075931
1042,SPL8001042,34072131;34075932
1043,SPL8001043,34072132;34075933
1044,SPL8001044,34072133;34075934
1045,SPL8001045,34072134;34075935
1046,SPL8001046,34072135;34075936
1047,SPL8001047,34072136;34075937
1048,SPL8001048,34072137;34075938
1049,SPL8001049,34072139;34075939
1050,SPL8001050,34072140;34075940
1051,SPL8001051,34072141;34075941
1052,SPL8001052,34072142;34075942
1053,SPL8001053,34072143;34075943
1054,SPL8001054,34072144;34075944
1055,SPL8001055,34072145;34075945
1056,SPL8001056,34072146;34075946
1057,SPL8001057,34072147;34075947
1058,SPL8001058,34072148;34075948
1059,SPL8001059,34072149;34075949
1060,SPL8001060,34072150;34075950
1061,SPL8001061,34072151;34075951
1062,SPL8001062,34072152;34075952
1063,SPL8001063,34072153;34075953
1064,SPL8001064,34072154;34075954
1065,SPL8001065,34072155;34075955
1066,SPL8001066,34072156;34075956
1067,SPL8001067,34072157;34075957
1068,SPL8001068,34072158;34075958
1069,SPL8001069,34072159;34075959
1070,SPL8001070,34072160;34075960
1071,SPL8001071,34072161;34075961
1072,SPL8001072,34072163;34075962
1073,SPL8001073,34072164;34075963
1074,SPL8001074,34072165;34075964
1075,SPL8001075,34072166;34075965
1076,SPL8001076,34072167;34075966
1077,SPL8001077,34072168;34075967
1078,SPL8001078,34072683
1079,SPL8001079,34072684
1080,SPL8001080,34072686
1081,SPL8001081,34072687
1082,SPL8001082,34072689
1083,SPL8001083,34072691
1084,SPL8001084,34072692
1085,SPL8001085,34072693
1086,SPL8001086,34072694
1087,SPL8001087,34072695;34075820;38041844
1088,SPL8001088,34072696
1089,SPL8001089,34072697
1090,SPL8001090,34072698
1091,SPL8001091,34072699
1092,SPL8001092,34072700
1093,SPL8001093,34072720;38063392
1094,SPL8001094,34072731;38063462
1095,SPL8001095,34072732;38063451
1096,SPL8001096,34072733;38063458
1097,SPL8001097,34072734;38063391
1098,SPL8001098,34072735;38063459
1099,SPL8001099,34072736;38063478
1100,SPL8001100,34072737;38063477
1101,SPL8001101,34072738;38063460
1102,SPL8001102,34072739;38063461;38067360;38067503
1103,SPL8001103,34072740;38063456
1104,SPL8001104,34072741;38063457
1105,SPL8001105,34072742;38063452
1106,SPL8001106,34072743;38063453
1107,SPL8001107,34072744;38063454;38067394
1108,SPL8001108,34072745;38063455
1109,SPL8001109,34072746;38063476
1110,SPL8001110,34072747
1111,SPL8001111,34072749
1112,SPL8001112,34072762
1113,SPL8001113,34072803
1114,SPL8001114,34072841
1115,SPL8001115,34072842
1116,SPL8001116,34072843
1117,SPL8001117,34072844
1118,SPL8001118,34072845
1119,SPL8001119,34072846
1120,SPL8001120,34072853;34075461
1121,SPL8001121,34072854;34075462
1122,SPL8001122,34072855;34075463
1123,SPL8001123,34072881
1124,SPL8001124,34072882;34078354;38049036;38061935
1125,SPL8001125,34072987
1126,SPL8001126,34072988
1127,SPL8001127,34072989
1128,SPL8001128,34072990
1129,SPL8001129,34072991
1130,SPL8001130,34072992
1131,SPL8001131,34072993
1132,SPL8001132,34072994
1133,SPL8001133,34072995
1134,SPL8001134,34072996
1135,SPL8001135,34073046;38042229;38062822
1136,SPL8001136,34073121;38045785;38047253
1137,SPL8001137,34073122
1138,SPL8001138,34073123
1139,SPL8001139,34073124
1140,SPL8001140,34073125
1141,SPL8001141,34073126
1142,SPL8001142,34073135
1143,SPL8001143,34073154
1144,SPL8001144,34073155
1145,SPL8001145,34073156
1146,SPL8001146,34073182
1147,SPL8001147,34073231
1148,SPL8001148,34073268
1149,SPL8001149,34073269
1150,SPL8001150,34073282
1151,SPL8001151,34073283
1152,SPL8001152,34073284
1153,SPL8001153,34073285
1154,SPL8001154,34073286
1155,SPL8001155,34073287
1156,SPL8001156,34073288
1157,SPL8001157,34073289
1158,SPL8001158,34073290
1159,SPL8001159,34073291;38064467
1160,SPL8001160,34073292;38064466
1161,SPL8001161,34073293;38064468
1162,SPL8001162,34073294
1163,SPL8001163,34073395
1164,SPL8001164,34073396
1165,SPL8001165,34073413
1166,SPL8001166,34073461
1167,SPL8001167,34073494
1168,SPL8001168,34073560
1169,SPL8001169,34073577
1170,SPL8001170,34073578
1171,SPL8001171,34073579
1172,SPL8001172,34073580
1173,SPL8001173,34073581
1174,SPL8001174,34073582
1175,SPL8001175,34073587
1176,SPL8001176,34073588;34076328
1177,SPL8001177,34073589
1178,SPL8001178,34073590
1179,SPL8001179,34073591
1180,SPL8001180,34073592
1181,SPL8001181,34073593
1182,SPL8001182,34073594
1183,SPL8001183,34073595
1184,SPL8001184,34073596
1185,SPL8001185,34073597
1186,SPL8001186,34073598
1187,SPL8001187,34073599
1188,SPL8001188,34073600
1189,SPL8001189,34073601
1190,SPL8001190,34073602
1191,SPL8001191,34073603
1192,SPL8001192,34073604
1193,SPL8001193,34073605
1194,SPL8001194,34073606
1195,SPL8001195,34073607
1196,SPL8001196,34073609
1197,SPL8001197,34073610
1198,SPL8001198,34073611
1199,SPL8001199,34073612
1200,SPL8001200,34073613
1201,SPL8001201,34073614
1202,SPL8001202,34073615
1203,SPL8001203,34073616
1204,SPL8001204,34073617
1205,SPL8001205,34073618
1206,SPL8001206,34073619
1207,SPL8001207,34073620
1208,SPL8001208,34073621
1209,SPL8001209,34073622
1210,SPL8001210,34073623
1211,SPL8001211,34073624
1212,SPL8001212,34073625
1213,SPL8001213,34073626
1214,SPL8001214,34073627
1215,SPL8001215,34073628
1216,SPL8001216,34073629
1217,SPL8001217,34073630
1218,SPL8001218,34073631
1219,SPL8001219,34073632
1220,SPL8001220,34073633
1221,SPL8001221,34073634
1222,SPL8001222,34073635
1223,SPL8001223,34073636
1224,SPL8001224,34073637
1225,SPL8001225,34073638
1226,SPL8001226,34073641
1227,SPL8001227,34073642
1228,SPL8001228,34073643
1229,SPL8001229,34073644
1230,SPL8001230,34073645
1231,SPL8001231,34073646
1232,SPL8001232,34073647
1233,SPL8001233,34073648
1234,SPL8001234,34073649
1235,SPL8001235,34073650
1236,SPL8001236,34073651
1237,SPL8001237,34073652
1238,SPL8001238,34073653
1239,SPL8001239,34073654
1240,SPL8001240,34073655
1241,SPL8001241,34073656
1242,SPL8001242,34073657
1243,SPL8001243,34073658
1244,SPL8001244,34073659
1245,SPL8001245,34073660
1246,SPL8001246,34073661
1247,SPL8001247,34073662
1248,SPL8001248,34073663
1249,SPL8001249,34073664
1250,SPL8001250,34073665
1251,SPL8001251,34073666
1252,SPL8001252,34073675
1253,SPL8001253,34073676
1254,SPL8001254,34073677
1255,SPL8001255,34073678
1256,SPL8001256,34073679
1257,SPL8001257,34073680
1258,SPL8001258,34073681
1259,SPL8001259,34073682
1260,SPL8001260,34073683
1261,SPL8001261,34073684
1262,SPL8001262,34073685
1263,SPL8001263,34073686
1264,SPL8001264,34073687
1265,SPL8001265,34073688
1266,SPL8001266,34073689
1267,SPL8001267,34073690
1268,SPL8001268,34073691
1269,SPL8001269,34073692
1270,SPL8001270,34073693
1271,SPL8001271,34073694
1272,SPL8001272,34073695
1273,SPL8001273,34073696
1274,SPL8001274,34073697
1275,SPL8001275,34073698
1276,SPL8001276,34073699
1277,SPL8001277,34073701
1278,SPL8001278,34073702
1279,SPL8001279,34073703
1280,SPL8001280,34073704
1281,SPL8001281,34073705
1282,SPL8001282,34073706
1283,SPL8001283,34073707
1284,SPL8001284,34073708
1285,SPL8001285,34073709
1286,SPL8001286,34073710
1287,SPL8001287,34073711
1288,SPL8001288,34073712
1289,SPL8001289,34073713
1290,SPL8001290,34073714
1291,SPL8001291,34073715
1292,SPL8001292,34073716
1293,SPL8001293,34073717
1294,SPL8001294,34073718
1295,SPL8001295,34073719
1296,SPL8001296,34073720
1297,SPL8001297,34073721
1298,SPL8001298,34073722
1299,SPL8001299,34073723;34074861
1300,SPL8001300,34073724;34074862
1301,SPL8001301,34073725;34074863
1302,SPL8001302,34073726;34074864
1303,SPL8001303,34073727
1304,SPL8001304,34073728
1305,SPL8001305,34073729
1306,SPL8001306,34073730
1307,SPL8001307,34073731
1308,SPL8001308,34073732
1309,SPL8001309,34073733
1310,SPL8001310,34073734
1311,SPL8001311,34073735
1312,SPL8001312,34073736
1313,SPL8001313,34073737
1314,SPL8001314,34073738
1315,SPL8001315,34073739
1316,SPL8001316,34073740
1317,SPL8001317,34073741
1318,SPL8001318,34073742
1319,SPL8001319,34073743
1320,SPL8001320,34073744
1321,SPL8001321,34073745
1322,SPL8001322,34073746
1323,SPL8001323,34073753
1324,SPL8001324,34073754
1325,SPL8001325,34073755
1326,SPL8001326,34073756
1327,SPL8001327,34073757
1328,SPL8001328,34073758
1329,SPL8001329,34073759
1330,SPL8001330,34073760
1331,SPL8001331,34073761
1332,SPL8001332,34073762
1333,SPL8001333,34073763
1334,SPL8001334,34073764
1335,SPL8001335,34073765
1336,SPL8001336,34073766
1337,SPL8001337,34073767
1338,SPL8001338,34073768
1339,SPL8001339,34073769
1340,SPL8001340,34073770
1341,SPL8001341,34073771
1342,SPL8001342,34073772
1343,SPL8001343,34073773
1344,SPL8001344,34073774
1345,SPL8001345,34073775
1346,SPL8001346,34073776
1347,SPL8001347,34073777
1348,SPL8001348,34073778
1349,SPL8001349,34073779
1350,SPL8001350,34073780
1351,SPL8001351,34073781
1352,SPL8001352,34073782
1353,SPL8001353,34073783
1354,SPL8001354,34073784
1355,SPL8001355,34073785
1356,SPL8001356,34073786
1357,SPL8001357,34073787
1358,SPL8001358,34073788
1359,SPL8001359,34073789
1360,SPL8001360,34073790
1361,SPL8001361,34073791
1362,SPL8001362,34073792
1363,SPL8001363,34073793
1364,SPL8001364,34073794
1365,SPL8001365,34073795
1366,SPL8001366,34073796
1367,SPL8001367,34073797
1368,SPL8001368,34073798
1369,SPL8001369,34073799
1370,SPL8001370,34073800
1371,SPL8001371,34073801
1372,SPL8001372,34073802
1373,SPL8001373,34073803
1374,SPL8001374,34073804
1375,SPL8001375,34073805
1376,SPL8001376,34073806
1377,SPL8001377,34073815
1378,SPL8001378,34073818
1379,SPL8001379,34073822
1380,SPL8001380,34073835
1381,SPL8001381,34073836
1382,SPL8001382,34073837
1383,SPL8001383,34073838
1384,SPL8001384,34073839
1385,SPL8001385,34073840
1386,SPL8001386,34073841
1387,SPL8001387,34073842
1388,SPL8001388,34073843
1389,SPL8001389,34073844
1390,SPL8001390,34073845
1391,SPL8001391,34073846
1392,SPL8001392,34073847
1393,SPL8001393,34073848
1394,SPL8001394,34073849
1395,SPL8001395,34073850
1396,SPL8001396,34073851
1397,SPL8001397,34073852
1398,SPL8001398,34073853
1399,SPL8001399,34073854
1400,SPL8001400,34073855
1401,SPL8001401,34073856
1402,SPL8001402,34073857
1403,SPL8001403,34073858;34075705;34079385;38062259
1404,SPL8001404,34073859;34079418
1405,SPL8001405,34073860;34079578
1406,SPL8001406,34073861
1407,SPL8001407,34073862
1408,SPL8001408,34073863
1409,SPL8001409,34073864
1410,SPL8001410,34073865
1411,SPL8001411,34073866
1412,SPL8001412,34073867
1413,SPL8001413,34073868
1414,SPL8001414,34073869
1415,SPL8001415,34073870
1416,SPL8001416,34073871
1417,SPL8001417,34073872
1418,SPL8001418,34073873
1419,SPL8001419,34073874
1420,SPL8001420,34073875
1421,SPL8001421,34073876
1422,SPL8001422,34073877
1423,SPL8001423,34073878
1424,SPL8001424,34073879
1425,SPL8001425,34073880
1426,SPL8001426,34073881
1427,SPL8001427,34073882
1428,SPL8001428,34073883
1429,SPL8001429,34073884
1430,SPL8001430,34073885
1431,SPL8001431,34073887
1432,SPL8001432,34073888
1433,SPL8001433,34073890
1434,SPL8001434,34073891
1435,SPL8001435,34073893
1436,SPL8001436,34073894
1437,SPL8001437,34073896
1438,SPL8001438,34073897
1439,SPL8001439,34073899
1440,SPL8001440,34073900
1441,SPL8001441,34073902
1442,SPL8001442,34073903
1443,SPL8001443,34073905
1444,SPL8001444,34073906
1445,SPL8001445,34073908
1446,SPL8001446,34073909
1447,SPL8001447,34073911
1448,SPL8001448,34073912
1449,SPL8001449,34073914
1450,SPL8001450,34073915
1451,SPL8001451,34073917
1452,SPL8001452,34073918
1453,SPL8001453,34073921
1454,SPL8001454,34073922
1455,SPL8001455,34073923;34074106
1456,SPL8001456,34073924
1457,SPL8001457,34073926
1458,SPL8001458,34073927
1459,SPL8001459,34073929
1460,SPL8001460,34073930
1461,SPL8001461,34073932
1462,SPL8001462,34073933
1463,SPL8001463,34073935
1464,SPL8001464,34073936
1465,SPL8001465,34073938
1466,SPL8001466,34073939
1467,SPL8001467,34073941
1468,SPL8001468,34073942
1469,SPL8001469,34073944
1470,SPL8001470,34073945
1471,SPL8001471,34073947
1472,SPL8001472,34073948
1473,SPL8001473,34073950
1474,SPL8001474,34073951;34077661
1475,SPL8001475,34073974
1476,SPL8001476,34073975
1477,SPL8001477,34073976
1478,SPL8001478,34073977
1479,SPL8001479,34073978
1480,SPL8001480,34073979
1481,SPL8001481,34073980
1482,SPL8001482,34073981
1483,SPL8001483,34073982
1484,SPL8001484,34073983
1485,SPL8001485,34073984
1486,SPL8001486,34073985
1487,SPL8001487,34073986
1488,SPL8001488,34073987
1489,SPL8001489,34073988
1490,SPL8001490,34073989
1491,SPL8001491,34073990
1492,SPL8001492,34073991
1493,SPL8001493,34073992
1494,SPL8001494,34073993
1495,SPL8001495,34073994
1496,SPL8001496,34073995
1497,SPL8001497,34073996
1498,SPL8001498,34073997
1499,SPL8001499,34073998
1500,SPL8001500,34073999
1501,SPL8001501,34074000
1502,SPL8001502,34074001
1503,SPL8001503,34074002
1504,SPL8001504,34074003
1505,SPL8001505,34074004
1506,SPL8001506,34074005
1507,SPL8001507,34074006
1508,SPL8001508,34074007
1509,SPL8001509,34074008
1510,SPL8001510,34074009
1511,SPL8001511,34074010
1512,SPL8001512,34074011
1513,SPL8001513,34074012
1514,SPL8001514,34074013
1515,SPL8001515,34074014
1516,SPL8001516,34074015
1517,SPL8001517,34074016
1518,SPL8001518,34074017
1519,SPL8001519,34074018
1520,SPL8001520,34074019
1521,SPL8001521,34074020
1522,SPL8001522,34074021
1523,SPL8001523,34074022
1524,SPL8001524,34074023
1525,SPL8001525,34074024
1526,SPL8001526,34074025
1527,SPL8001527,34074026
1528,SPL8001528,34074027
1529,SPL8001529,34074028
1530,SPL8001530,34074029
1531,SPL8001531,34074030
1532,SPL8001532,34074031
1533,SPL8001533,34074032
1534,SPL8001534,34074033
1535,SPL8001535,34074034
1536,SPL8001536,34074035
1537,SPL8001537,34074036
1538,SPL8001538,34074037
1539,SPL8001539,34074038
1540,SPL8001540,34074039
1541,SPL8001541,34074040
1542,SPL8001542,34074041
1543,SPL8001543,34074043
1544,SPL8001544,34074044
1545,SPL8001545,34074045
1546,SPL8001546,34074046
1547,SPL8001547,34074047
1548,SPL8001548,34074048
1549,SPL8001549,34074049
1550,SPL8001550,34074050
1551,SPL8001551,34074051
1552,SPL8001552,34074052
1553,SPL8001553,34074053
1554,SPL8001554,34074054
1555,SPL8001555,34074055
1556,SPL8001556,34074056
1557,SPL8001557,34074057
1558,SPL8001558,34074058
1559,SPL8001559,34074059
1560,SPL8001560,34074060
1561,SPL8001561,34074061
1562,SPL8001562,34074062
1563,SPL8001563,34074063
1564,SPL8001564,34074064
1565,SPL8001565,34074065
1566,SPL8001566,34074066
1567,SPL8001567,34074067
1568,SPL8001568,34074068
1569,SPL8001569,34074069
1570,SPL8001570,34074070
1571,SPL8001571,34074071
1572,SPL8001572,34074072
1573,SPL8001573,34074073
1574,SPL8001574,34074074
1575,SPL8001575,34074075
1576,SPL8001576,34074076
1577,SPL8001577,34074084
1578,SPL8001578,34074085
1579,SPL8001579,34074103
1580,SPL8001580,34074105
1581,SPL8001581,34074137
1582,SPL8001582,34074139
1583,SPL8001583,34074143
1584,SPL8001584,34074144
1585,SPL8001585,34074145
1586,SPL8001586,34074146
1587,SPL8001587,34074147
1588,SPL8001588,34074148
1589,SPL8001589,34074149
1590,SPL8001590,34074150
1591,SPL8001591,34074151
1592,SPL8001592,34074152
1593,SPL8001593,34074153
1594,SPL8001594,34074154
1595,SPL8001595,34074155
1596,SPL8001596,34074214;34075905;34085139
1597,SPL8001597,34074258;34075706
1598,SPL8001598,34074259
1599,SPL8001599,34074260
1600,SPL8001600,34074261
1601,SPL8001601,34074262
1602,SPL8001602,34074263
1603,SPL8001603,34074264
1604,SPL8001604,34074265
1605,SPL8001605,34074266
1606,SPL8001606,34074267
1607,SPL8001607,34074268
1608,SPL8001608,34074269
1609,SPL8001609,34074270
1610,SPL8001610,34074271
1611,SPL8001611,34074272
1612,SPL8001612,34074273
1613,SPL8001613,34074274
1614,SPL8001614,34074275
1615,SPL8001615,34074276
1616,SPL8001616,34074277
1617,SPL8001617,34074278
1618,SPL8001618,34074279
1619,SPL8001619,34074280
1620,SPL8001620,34074281
1621,SPL8001621,34074282
1622,SPL8001622,34074283;34077033
1623,SPL8001623,34074284
1624,SPL8001624,34074285
1625,SPL8001625,34074286
1626,SPL8001626,34074287
1627,SPL8001627,34074288
1628,SPL8001628,34074289
1629,SPL8001629,34074290
1630,SPL8001630,34074291
1631,SPL8001631,34074292
1632,SPL8001632,34074293
1633,SPL8001633,34074294
1634,SPL8001634,34074295
1635,SPL8001635,34074296
1636,SPL8001636,34074297
1637,SPL8001637,34074298
1638,SPL8001638,34074299
1639,SPL8001639,34074300
1640,SPL8001640,34074301
1641,SPL8001641,34074302
1642,SPL8001642,34074303
1643,SPL8001643,34074304
1644,SPL8001644,34074305
1645,SPL8001645,34074306
1646,SPL8001646,34074307
1647,SPL8001647,34074308
1648,SPL8001648,34074309
1649,SPL8001649,34074310
1650,SPL8001650,34074311
1651,SPL8001651,34074312
1652,SPL8001652,34074411
1653,SPL8001653,34074412
1654,SPL8001654,34074413
1655,SPL8001655,34074414
1656,SPL8001656,34074424
1657,SPL8001657,34074455
1658,SPL8001658,34074551
1659,SPL8001659,34074552
1660,SPL8001660,34074664;34080154;34080353;34080391
1661,SPL8001661,34074793;34075460
1662,SPL8001662,34074794;34075464
1663,SPL8001663,34074795;34075465
1664,SPL8001664,34074796;34075466
1665,SPL8001665,34074798;38048277;38063708
1666,SPL8001666,34075003
1667,SPL8001667,34075037;38042726
1668,SPL8001668,34075052
1669,SPL8001669,34075054;38065133;38065148;38066413;38066430
1670,SPL8001670,34075065;38059479
1671,SPL8001671,34075154
1672,SPL8001672,34075162
